year,season,time,total_pedestrian,to_manhattan,to_brooklyn,weather,event
2018,Spring,07:00:00 PM,10,6,4,snow,
2018,Spring,01:00:00 AM,51,24,27,partly cloudy night,
2018,Spring,07:00:00 PM,520,263,257,partly cloudy day,
2018,Spring,04:00:00 AM,6,2,4,partly cloudy night,
2018,Summer,05:00:00 AM,25,20,5,partly cloudy night,
2018,Spring,05:00:00 PM,1886,891,995,clear day,
2018,Spring,03:00:00 PM,466,205,261,rain,
2018,Spring,04:00:00 PM,1108,574,534,cloudy,
2018,Summer,02:00:00 PM,2060,908,1152,partly cloudy day,
2018,Spring,07:00:00 AM,242,97,145,clear day,
2018,Spring,07:00:00 PM,494,271,223,fog,
2018,Spring,06:00:00 PM,2405,934,1471,partly cloudy day,Cinco de Mayo
2018,Summer,09:00:00 PM,591,229,362,partly cloudy night,
2018,Spring,12:00:00 PM,1714,772,942,clear day,
2018,Spring,08:00:00 AM,321,173,148,clear day,
2018,Spring,08:00:00 AM,301,118,183,partly cloudy day,
2018,Spring,04:00:00 AM,2,0,2,partly cloudy night,
2018,Spring,07:00:00 AM,96,44,52,cloudy,
2018,Spring,01:00:00 PM,1010,456,554,wind,
2018,Spring,07:00:00 AM,198,100,98,partly cloudy day,
2018,Spring,05:00:00 PM,1084,594,490,partly cloudy day,
2018,Summer,08:00:00 PM,727,251,476,partly cloudy day,
2018,Spring,12:00:00 PM,1751,900,851,clear day,
2018,Spring,04:00:00 AM,1,0,1,partly cloudy night,
2018,Spring,05:00:00 PM,2029,1034,995,clear day,
2018,Spring,01:00:00 PM,2290,990,1300,clear day,
2018,Spring,02:00:00 PM,1974,913,1061,partly cloudy day,
2018,Spring,06:00:00 PM,1841,860,981,cloudy,
2018,Spring,05:00:00 AM,7,4,3,partly cloudy night,
2018,Spring,07:00:00 PM,216,109,107,partly cloudy day,
2018,Winter,02:00:00 AM,7,6,1,partly cloudy night,
2018,Spring,01:00:00 AM,27,17,10,clear night,
2018,Winter,06:00:00 AM,79,41,38,partly cloudy night,
2018,Spring,12:00:00 AM,30,10,20,partly cloudy night,
2018,Spring,10:00:00 AM,1942,1088,854,partly cloudy day,
2018,Spring,03:00:00 PM,2982,1237,1745,partly cloudy day,
2018,Spring,02:00:00 AM,15,4,11,fog,
2018,Spring,02:00:00 AM,0,0,0,partly cloudy night,
2018,Spring,11:00:00 PM,70,30,40,cloudy,
2018,Spring,12:00:00 AM,168,154,14,clear night,
2018,Winter,02:00:00 PM,890,428,462,clear day,
2018,Spring,04:00:00 AM,12,8,4,clear night,
2018,Winter,10:00:00 AM,919,479,440,partly cloudy day,
2018,Spring,05:00:00 PM,3350,1313,2037,clear day,
2018,Spring,07:00:00 PM,895,339,556,clear day,
2018,Spring,05:00:00 AM,27,16,11,clear night,
2018,Summer,06:00:00 AM,76,29,47,clear day,
2018,Spring,03:00:00 AM,11,4,7,clear night,
2018,Winter,06:00:00 PM,782,368,414,clear night,
2018,Spring,02:00:00 PM,2874,1231,1643,partly cloudy day,
2018,Summer,07:00:00 AM,76,40,36,rain,
2018,Spring,07:00:00 AM,192,76,116,partly cloudy day,
2018,Spring,01:00:00 PM,2307,966,1341,clear day,
2018,Spring,11:00:00 AM,1282,799,483,rain,
2018,Spring,04:00:00 PM,1558,731,827,clear day,
2018,Spring,10:00:00 AM,1735,978,757,partly cloudy day,Memorial Day
2018,Spring,11:00:00 PM,72,37,35,partly cloudy night,
2018,Spring,12:00:00 PM,1480,650,830,partly cloudy day,Tax Day
2018,Spring,05:00:00 PM,979,518,461,partly cloudy day,Tax Day
2018,Spring,12:00:00 PM,3325,1783,1542,partly cloudy day,
2018,Winter,06:00:00 PM,443,310,133,clear night,
2018,Spring,12:00:00 PM,1222,571,651,partly cloudy day,
2018,Summer,06:00:00 AM,75,26,49,partly cloudy day,
2018,Spring,05:00:00 PM,1674,882,792,clear day,
2018,Spring,05:00:00 AM,39,28,11,clear night,Cinco de Mayo
2018,Winter,12:00:00 PM,1425,698,727,cloudy,
2018,Spring,09:00:00 PM,418,152,266,partly cloudy night,
2018,Winter,12:00:00 AM,14,7,7,partly cloudy night,
2018,Spring,06:00:00 AM,16,11,5,rain,
2018,Spring,08:00:00 AM,188,81,107,partly cloudy day,
2018,Spring,02:00:00 AM,4,3,1,cloudy,
2018,Spring,08:00:00 PM,873,259,614,clear night,
2018,Spring,07:00:00 PM,1721,875,846,clear day,
2018,Spring,02:00:00 PM,1451,710,741,clear day,
2018,Winter,03:00:00 PM,581,309,272,rain,
2018,Spring,02:00:00 PM,3180,1492,1688,partly cloudy day,Easter Sunday
2018,Spring,07:00:00 PM,1722,913,809,clear day,
2018,Spring,02:00:00 PM,1777,804,973,partly cloudy day,
2018,Spring,07:00:00 PM,1082,448,634,partly cloudy day,
2018,Winter,02:00:00 AM,2,1,1,partly cloudy night,
2018,Spring,10:00:00 AM,1249,810,439,clear day,
2018,Winter,09:00:00 AM,549,299,250,partly cloudy day,
2018,Winter,08:00:00 AM,246,130,116,clear day,Presidents' Day (regional holiday)
2018,Winter,10:00:00 PM,167,126,41,partly cloudy night,Valentine's Day
2018,Spring,12:00:00 AM,21,13,8,cloudy,
2018,Summer,05:00:00 AM,22,10,12,cloudy,
2018,Spring,11:00:00 PM,278,195,83,clear night,
2018,Winter,10:00:00 AM,590,365,225,partly cloudy day,
2018,Winter,05:00:00 AM,17,11,6,partly cloudy night,
2018,Summer,11:00:00 PM,136,65,71,cloudy,
2018,Spring,03:00:00 AM,5,3,2,clear night,
2018,Spring,01:00:00 AM,38,28,10,partly cloudy night,
2018,Winter,03:00:00 AM,1,0,1,clear night,
2018,Spring,08:00:00 PM,853,316,537,partly cloudy night,
2018,Spring,03:00:00 PM,3278,1532,1746,clear day,
2018,Spring,07:00:00 AM,42,26,16,partly cloudy night,
2018,Spring,03:00:00 AM,2,0,2,clear night,
2018,Spring,06:00:00 PM,1343,687,656,partly cloudy day,
2018,Winter,03:00:00 AM,4,3,1,partly cloudy night,
2018,Spring,03:00:00 PM,3657,1640,2017,cloudy,Memorial Day
2018,Spring,03:00:00 AM,12,6,6,clear night,
2018,Spring,02:00:00 AM,11,5,6,partly cloudy night,
2018,Spring,10:00:00 AM,1022,503,519,clear day,
2018,Spring,04:00:00 AM,3,1,2,partly cloudy night,
2018,Winter,01:00:00 AM,15,10,5,fog,
2018,Spring,01:00:00 AM,29,16,13,clear night,
2018,Spring,02:00:00 PM,2183,979,1204,partly cloudy day,
2018,Winter,02:00:00 PM,1184,530,654,clear day,
2018,Spring,04:00:00 AM,5,3,2,partly cloudy night,
2018,Winter,05:00:00 AM,19,13,6,clear night,
2018,Winter,12:00:00 AM,4,3,1,snow,
2018,Spring,04:00:00 PM,1244,694,550,clear day,
2018,Summer,04:00:00 AM,6,3,3,clear night,
2018,Spring,10:00:00 AM,740,358,382,clear day,
2018,Winter,02:00:00 PM,1498,650,848,clear day,
2018,Spring,04:00:00 AM,5,4,1,clear night,
2018,Spring,10:00:00 AM,888,505,383,cloudy,
2018,Spring,06:00:00 PM,2035,1178,857,clear day,
2018,Spring,10:00:00 PM,76,46,30,partly cloudy night,
2018,Spring,09:00:00 AM,444,248,196,partly cloudy day,Tax Day
2018,Spring,11:00:00 PM,59,26,33,clear night,
2018,Spring,11:00:00 PM,29,12,17,partly cloudy night,
2018,Spring,01:00:00 PM,1861,888,973,clear day,
2018,Spring,01:00:00 PM,1871,791,1080,partly cloudy day,
2018,Spring,07:00:00 PM,917,379,538,clear day,
2018,Summer,12:00:00 PM,1900,928,972,clear day,
2018,Spring,03:00:00 PM,2747,1391,1356,partly cloudy day,
2018,Winter,03:00:00 PM,1807,848,959,clear day,
2018,Spring,04:00:00 AM,1,0,1,clear night,
2018,Spring,05:00:00 PM,2388,1273,1115,clear day,
2018,Spring,03:00:00 AM,14,5,9,cloudy,
2018,Winter,07:00:00 AM,177,70,107,clear day,
2018,Spring,04:00:00 PM,183,105,78,snow,
2018,Spring,03:00:00 AM,2,1,1,partly cloudy night,
2018,Spring,12:00:00 PM,1969,882,1087,clear day,
2018,Spring,03:00:00 AM,0,0,0,partly cloudy night,
2018,Summer,12:00:00 PM,1571,639,932,partly cloudy day,
2018,Spring,05:00:00 PM,2156,1054,1102,clear day,
2018,Spring,09:00:00 AM,454,235,219,partly cloudy day,
2018,Summer,10:00:00 AM,1209,753,456,partly cloudy day,
2018,Spring,08:00:00 AM,123,74,49,cloudy,
2018,Spring,02:00:00 AM,19,9,10,clear night,
2018,Spring,04:00:00 AM,4,2,2,clear night,
2018,Spring,02:00:00 PM,2087,891,1196,clear day,
2018,Spring,07:00:00 PM,637,264,373,clear day,
2018,Spring,12:00:00 AM,13,10,3,partly cloudy night,
2018,Spring,04:00:00 PM,1857,744,1113,partly cloudy day,
2018,Spring,06:00:00 AM,145,81,64,clear day,
2018,Spring,06:00:00 AM,144,67,77,clear day,
2018,Spring,09:00:00 AM,596,300,296,clear day,
2018,Summer,08:00:00 PM,1606,640,966,partly cloudy day,
2018,Winter,03:00:00 AM,3,0,3,clear night,
2018,Spring,02:00:00 AM,17,14,3,clear night,
2018,Spring,06:00:00 PM,912,429,483,partly cloudy day,
2018,Spring,11:00:00 PM,375,185,190,clear night,
2018,Spring,10:00:00 AM,1231,601,630,clear day,
2018,Spring,06:00:00 AM,60,22,38,partly cloudy night,
2018,Spring,03:00:00 AM,5,3,2,clear night,
2018,Spring,11:00:00 AM,764,413,351,clear day,
2018,Spring,11:00:00 AM,1693,844,849,cloudy,Mother's Day
2018,Spring,05:00:00 AM,10,8,2,cloudy,
2018,Spring,12:00:00 AM,16,6,10,cloudy,
2018,Spring,10:00:00 AM,1874,1062,812,clear day,
2018,Spring,03:00:00 PM,1684,825,859,partly cloudy day,
2018,Spring,11:00:00 PM,18,13,5,partly cloudy night,
2018,Spring,01:00:00 AM,11,5,6,clear night,
2018,Spring,05:00:00 AM,19,11,8,cloudy,
2018,Spring,03:00:00 PM,1553,695,858,clear day,
2018,Summer,06:00:00 AM,218,103,115,partly cloudy day,
2018,Spring,10:00:00 AM,1536,787,749,partly cloudy day,
2018,Spring,04:00:00 AM,4,1,3,clear night,
2018,Spring,09:00:00 AM,852,544,308,clear day,Cinco de Mayo
2018,Spring,07:00:00 PM,414,221,193,partly cloudy night,
2018,Spring,07:00:00 AM,117,58,59,partly cloudy day,
2018,Spring,11:00:00 AM,336,162,174,rain,
2018,Winter,11:00:00 AM,1523,788,735,clear day,
2018,Summer,09:00:00 AM,510,244,266,cloudy,
2018,Spring,08:00:00 AM,160,82,78,clear day,
2018,Spring,06:00:00 PM,1728,991,737,clear day,
2018,Spring,05:00:00 PM,3587,1472,2115,clear day,
2018,Winter,05:00:00 AM,20,10,10,cloudy,
2018,Spring,10:00:00 AM,1524,879,645,partly cloudy day,
2018,Spring,06:00:00 AM,35,24,11,clear night,St. Patrick's Day
2018,Spring,07:00:00 AM,62,24,38,partly cloudy day,
2018,Spring,12:00:00 AM,26,9,17,partly cloudy night,
2018,Spring,11:00:00 PM,30,14,16,clear night,
2018,Spring,04:00:00 AM,7,4,3,partly cloudy night,
2018,Spring,07:00:00 PM,14,13,1,partly cloudy night,
2018,Spring,01:00:00 PM,796,322,474,partly cloudy day,
2018,Spring,02:00:00 PM,571,261,310,rain,
2018,Winter,06:00:00 PM,169,137,32,partly cloudy night,
2018,Spring,02:00:00 PM,1380,725,655,partly cloudy day,
2018,Spring,05:00:00 PM,1677,766,911,cloudy,
2018,Winter,10:00:00 AM,808,462,346,partly cloudy day,
2018,Spring,07:00:00 PM,1147,440,707,clear day,
2018,Spring,03:00:00 AM,0,0,0,partly cloudy night,
2018,Spring,01:00:00 PM,2552,1214,1338,clear day,
2018,Winter,11:00:00 PM,60,46,14,partly cloudy night,
2018,Spring,04:00:00 PM,1726,798,928,partly cloudy day,
2018,Summer,01:00:00 AM,27,15,12,partly cloudy night,
2018,Spring,01:00:00 AM,0,0,0,wind,
2018,Spring,07:00:00 PM,558,264,294,partly cloudy day,
2018,Spring,04:00:00 PM,950,520,430,cloudy,
2018,Spring,01:00:00 PM,1093,449,644,partly cloudy day,
2018,Spring,12:00:00 AM,19,13,6,clear night,
2018,Spring,10:00:00 PM,255,131,124,clear night,
2018,Spring,08:00:00 PM,630,264,366,partly cloudy night,
2018,Spring,06:00:00 PM,513,336,177,partly cloudy day,
2018,Spring,02:00:00 PM,3235,1430,1805,clear day,Cinco de Mayo
2018,Summer,07:00:00 PM,1866,1104,762,clear day,
2018,Spring,06:00:00 PM,1910,1162,748,clear day,
2018,Spring,06:00:00 AM,108,48,60,partly cloudy day,
2018,Spring,08:00:00 PM,354,137,217,partly cloudy night,
2018,Spring,09:00:00 AM,794,486,308,clear day,Daylight Saving Time starts
2018,Winter,11:00:00 PM,56,16,40,partly cloudy night,
2018,Spring,08:00:00 PM,468,191,277,partly cloudy night,
2018,Winter,09:00:00 AM,251,130,121,partly cloudy day,
2018,Winter,11:00:00 AM,717,326,391,partly cloudy day,
2018,Spring,02:00:00 AM,12,7,5,partly cloudy night,
2018,Winter,05:00:00 AM,2,0,2,rain,
2018,Spring,03:00:00 AM,2,1,1,rain,
2018,Spring,08:00:00 PM,518,185,333,clear night,
2018,Summer,02:00:00 PM,2041,867,1174,partly cloudy day,
2018,Winter,01:00:00 AM,13,8,5,partly cloudy night,
2018,Spring,01:00:00 PM,868,391,477,partly cloudy day,
2018,Spring,08:00:00 AM,510,171,339,partly cloudy day,
2018,Winter,10:00:00 PM,62,30,32,clear night,
2018,Spring,05:00:00 PM,1418,722,696,partly cloudy day,
2018,Winter,06:00:00 PM,151,114,37,rain,
2018,Spring,02:00:00 AM,2,0,2,partly cloudy night,
2018,Winter,04:00:00 PM,526,238,288,partly cloudy day,
2018,Winter,05:00:00 PM,111,89,22,rain,
2018,Spring,11:00:00 AM,1748,919,829,clear day,
2018,Spring,01:00:00 PM,1301,590,711,partly cloudy day,
2018,Spring,06:00:00 AM,98,70,28,clear night,
2018,Spring,12:00:00 PM,1405,641,764,clear day,
2018,Spring,11:00:00 PM,235,91,144,clear night,
2018,Winter,10:00:00 PM,90,53,37,partly cloudy night,
2018,Winter,01:00:00 PM,1465,645,820,partly cloudy day,
2018,Spring,06:00:00 PM,817,419,398,partly cloudy night,
2018,Winter,09:00:00 AM,536,338,198,clear day,
2018,Winter,06:00:00 PM,448,281,167,clear night,
2018,Winter,01:00:00 PM,806,387,419,partly cloudy day,
2018,Summer,03:00:00 PM,1754,781,973,cloudy,
2018,Spring,07:00:00 AM,152,61,91,partly cloudy day,
2018,Spring,05:00:00 AM,59,41,18,clear night,
2018,Winter,06:00:00 AM,5,4,1,rain,
2018,Spring,01:00:00 AM,27,14,13,partly cloudy night,
2018,Spring,12:00:00 AM,176,125,51,clear night,
2018,Winter,04:00:00 PM,1912,1003,909,clear day,
2018,Spring,02:00:00 PM,112,44,68,sleet,
2018,Spring,05:00:00 AM,51,38,13,cloudy,
2018,Spring,02:00:00 AM,0,0,0,rain,
2018,Spring,09:00:00 AM,353,171,182,clear day,
2018,Spring,03:00:00 AM,5,4,1,clear night,
2018,Spring,04:00:00 AM,6,4,2,partly cloudy night,Daylight Saving Time starts
2018,Winter,11:00:00 AM,994,457,537,clear day,
2018,Spring,05:00:00 PM,997,471,526,partly cloudy day,
2018,Spring,04:00:00 PM,1954,844,1110,clear day,St. Patrick's Day
2018,Winter,09:00:00 AM,537,281,256,partly cloudy day,
2018,Spring,10:00:00 AM,1755,963,792,clear day,
2018,Spring,04:00:00 PM,1692,786,906,clear day,
2018,Winter,04:00:00 PM,292,116,176,rain,
2018,Summer,07:00:00 PM,1516,810,706,partly cloudy day,
2018,Spring,12:00:00 AM,32,11,21,clear night,
2018,Spring,11:00:00 PM,43,20,23,clear night,
2018,Winter,12:00:00 AM,14,9,5,clear night,
2018,Spring,09:00:00 PM,101,56,45,fog,
2018,Winter,07:00:00 PM,783,428,355,clear night,
2018,Spring,09:00:00 AM,886,489,397,clear day,
2018,Summer,04:00:00 AM,1,0,1,cloudy,
2018,Summer,11:00:00 AM,1604,964,640,cloudy,
2018,Spring,06:00:00 PM,1822,1002,820,clear day,
2018,Spring,01:00:00 PM,46,19,27,sleet,
2018,Spring,01:00:00 PM,1767,811,956,clear day,
2018,Winter,11:00:00 PM,26,9,17,clear night,
2018,Spring,08:00:00 AM,372,143,229,partly cloudy day,
2018,Spring,09:00:00 AM,766,378,388,clear day,
2018,Spring,10:00:00 PM,26,19,7,cloudy,
2018,Winter,09:00:00 PM,77,49,28,clear night,
2018,Summer,08:00:00 AM,157,70,87,cloudy,
2018,Summer,06:00:00 AM,52,28,24,cloudy,
2018,Spring,04:00:00 AM,1,0,1,clear night,
2018,Spring,10:00:00 PM,108,50,58,partly cloudy night,
2018,Spring,06:00:00 AM,164,68,96,clear day,
2018,Spring,06:00:00 PM,2458,1144,1314,clear day,
2018,Summer,06:00:00 PM,1794,712,1082,partly cloudy day,
2018,Spring,05:00:00 AM,34,19,15,clear night,
2018,Spring,05:00:00 AM,16,11,5,partly cloudy night,
2018,Summer,06:00:00 AM,121,57,64,clear day,
2018,Spring,01:00:00 PM,2085,1003,1082,clear day,
2018,Spring,06:00:00 PM,892,424,468,cloudy,
2018,Spring,06:00:00 PM,172,118,54,rain,
2018,Winter,11:00:00 PM,130,105,25,clear night,
2018,Spring,01:00:00 AM,9,7,2,cloudy,
2018,Spring,09:00:00 PM,395,243,152,wind,
2018,Spring,10:00:00 AM,1606,939,667,clear day,
2018,Spring,11:00:00 AM,479,268,211,cloudy,
2018,Spring,01:00:00 AM,12,3,9,partly cloudy night,
2018,Spring,07:00:00 PM,1951,955,996,partly cloudy day,
2018,Spring,01:00:00 AM,22,18,4,partly cloudy night,
2018,Spring,09:00:00 PM,51,34,17,cloudy,
2018,Spring,12:00:00 AM,1,0,1,partly cloudy night,
2018,Spring,12:00:00 PM,312,152,160,snow,
2018,Spring,11:00:00 AM,1675,892,783,clear day,Daylight Saving Time starts
2018,Spring,02:00:00 AM,6,3,3,partly cloudy night,
2018,Spring,04:00:00 PM,1573,762,811,clear day,
2018,Spring,04:00:00 AM,5,3,2,clear night,
2018,Winter,04:00:00 AM,3,1,2,clear night,
2018,Spring,12:00:00 AM,15,8,7,cloudy,
2018,Summer,11:00:00 PM,313,148,165,clear night,
2018,Summer,04:00:00 PM,2944,1252,1692,partly cloudy day,
2018,Spring,11:00:00 PM,127,99,28,clear night,
2018,Spring,12:00:00 PM,1670,784,886,partly cloudy day,
2018,Winter,12:00:00 PM,186,79,107,cloudy,
2018,Winter,11:00:00 PM,201,173,28,clear night,
2018,Spring,08:00:00 PM,559,200,359,clear night,
2018,Spring,10:00:00 PM,119,48,71,partly cloudy night,
2018,Spring,11:00:00 PM,81,43,38,partly cloudy night,
2018,Spring,05:00:00 AM,55,29,26,cloudy,
2018,Spring,10:00:00 PM,263,139,124,partly cloudy night,
2018,Spring,09:00:00 AM,367,172,195,clear day,
2018,Summer,10:00:00 AM,1467,905,562,clear day,
2018,Spring,09:00:00 PM,229,124,105,partly cloudy night,
2018,Winter,06:00:00 PM,300,158,142,clear night,
2018,Winter,01:00:00 PM,1217,562,655,clear day,
2018,Spring,08:00:00 AM,312,186,126,partly cloudy day,Memorial Day
2018,Spring,09:00:00 AM,347,171,176,partly cloudy day,
2018,Spring,03:00:00 AM,0,0,0,partly cloudy night,
2018,Winter,06:00:00 PM,796,414,382,clear night,
2018,Spring,01:00:00 AM,27,14,13,clear night,
2018,Summer,08:00:00 PM,1293,534,759,clear day,
2018,Winter,08:00:00 PM,335,241,94,clear night,
2018,Spring,11:00:00 PM,308,181,127,clear night,
2018,Winter,04:00:00 AM,2,0,2,clear night,
2018,Summer,08:00:00 AM,462,171,291,clear day,
2018,Winter,06:00:00 AM,67,32,35,cloudy,
2018,Spring,06:00:00 PM,754,337,417,partly cloudy night,
2018,Spring,01:00:00 PM,2945,1227,1718,partly cloudy day,
2018,Spring,02:00:00 AM,30,18,12,partly cloudy night,
2018,Winter,12:00:00 AM,11,7,4,partly cloudy night,
2018,Winter,08:00:00 AM,325,104,221,cloudy,
2018,Spring,12:00:00 PM,2234,1064,1170,clear day,
2018,Spring,04:00:00 PM,2210,840,1370,partly cloudy day,
2018,Winter,01:00:00 PM,827,350,477,clear day,
2018,Spring,10:00:00 AM,1445,826,619,partly cloudy day,
2018,Spring,11:00:00 AM,1776,848,928,clear day,
2018,Summer,12:00:00 AM,24,8,16,cloudy,
2018,Spring,02:00:00 PM,1067,508,559,cloudy,
2018,Winter,02:00:00 PM,767,368,399,partly cloudy day,
2018,Spring,01:00:00 AM,6,1,5,clear night,
2018,Winter,11:00:00 PM,62,42,20,clear night,
2018,Winter,07:00:00 AM,87,35,52,partly cloudy night,
2018,Spring,01:00:00 PM,2068,926,1142,clear day,
2018,Winter,09:00:00 PM,156,91,65,partly cloudy night,
2018,Spring,02:00:00 PM,1333,564,769,partly cloudy day,
2018,Spring,11:00:00 PM,106,65,41,cloudy,
2018,Spring,04:00:00 AM,2,0,2,partly cloudy night,Tax Day
2018,Winter,02:00:00 AM,3,2,1,partly cloudy night,
2018,Spring,02:00:00 PM,2778,1290,1488,clear day,
2018,Summer,04:00:00 AM,3,1,2,clear night,
2018,Summer,12:00:00 PM,1842,902,940,partly cloudy day,
2018,Spring,12:00:00 AM,103,89,14,cloudy,
2018,Spring,05:00:00 AM,11,3,8,cloudy,
2018,Spring,04:00:00 AM,4,2,2,clear night,
2018,Spring,05:00:00 PM,3372,1681,1691,clear day,
2018,Spring,12:00:00 PM,53,28,25,rain,
2018,Spring,08:00:00 PM,149,82,67,clear night,
2018,Winter,01:00:00 AM,6,4,2,cloudy,
2018,Spring,03:00:00 AM,11,6,5,clear night,
2018,Spring,06:00:00 PM,759,364,395,partly cloudy night,
2018,Spring,06:00:00 PM,1540,862,678,clear day,
2018,Winter,07:00:00 PM,210,125,85,cloudy,
2018,Spring,04:00:00 AM,9,5,4,clear night,
2018,Summer,08:00:00 AM,353,121,232,cloudy,
2018,Summer,03:00:00 AM,15,5,10,cloudy,
2018,Spring,06:00:00 AM,103,52,51,cloudy,
2018,Spring,03:00:00 AM,2,1,1,cloudy,
2018,Spring,04:00:00 AM,3,2,1,clear night,
2018,Spring,04:00:00 PM,1557,719,838,partly cloudy day,
2018,Spring,06:00:00 AM,37,14,23,partly cloudy night,
2018,Spring,01:00:00 PM,2982,1418,1564,clear day,Easter Sunday
2018,Winter,02:00:00 AM,2,1,1,clear night,
2018,Spring,07:00:00 PM,1435,746,689,clear day,
2018,Spring,12:00:00 AM,65,39,26,partly cloudy night,
2018,Spring,06:00:00 PM,1727,952,775,clear day,
2018,Winter,11:00:00 AM,1821,935,886,cloudy,
2018,Spring,04:00:00 PM,2237,1021,1216,clear day,
2018,Spring,01:00:00 PM,1246,565,681,rain,
2018,Winter,12:00:00 AM,29,16,13,clear night,Presidents' Day (regional holiday)
2018,Spring,07:00:00 PM,1908,804,1104,cloudy,Memorial Day
2018,Spring,07:00:00 AM,220,59,161,partly cloudy day,
2018,Spring,02:00:00 PM,391,145,246,partly cloudy day,
2018,Spring,11:00:00 AM,801,429,372,clear day,
2018,Winter,09:00:00 PM,249,190,59,partly cloudy night,Valentine's Day
2018,Spring,10:00:00 AM,1456,873,583,partly cloudy day,
2018,Spring,02:00:00 AM,3,2,1,partly cloudy night,
2018,Spring,08:00:00 AM,197,80,117,partly cloudy day,
2018,Spring,02:00:00 PM,923,343,580,cloudy,
2018,Spring,01:00:00 PM,2156,1023,1133,partly cloudy day,
2018,Winter,02:00:00 PM,1476,742,734,clear day,
2018,Spring,02:00:00 AM,4,0,4,cloudy,
2018,Spring,11:00:00 AM,867,491,376,partly cloudy day,
2018,Spring,09:00:00 AM,468,254,214,clear day,
2018,Spring,01:00:00 AM,43,26,17,partly cloudy night,
2018,Spring,03:00:00 AM,5,1,4,cloudy,
2018,Spring,12:00:00 PM,1352,673,679,partly cloudy day,
2018,Spring,07:00:00 AM,250,106,144,clear day,
2018,Spring,01:00:00 AM,3,0,3,partly cloudy night,
2018,Spring,06:00:00 AM,104,55,49,partly cloudy day,
2018,Spring,01:00:00 PM,2874,1456,1418,clear day,Cinco de Mayo
2018,Spring,07:00:00 AM,165,76,89,partly cloudy day,
2018,Spring,04:00:00 PM,2299,1044,1255,cloudy,
2018,Spring,01:00:00 PM,1014,510,504,partly cloudy day,
2018,Winter,03:00:00 PM,1648,699,949,cloudy,Presidents' Day (regional holiday)
2018,Spring,08:00:00 PM,13,8,5,rain,
2018,Winter,01:00:00 PM,1343,600,743,clear day,
2018,Winter,03:00:00 PM,981,485,496,partly cloudy day,
2018,Winter,04:00:00 PM,483,292,191,partly cloudy day,
2018,Spring,01:00:00 AM,13,7,6,partly cloudy night,
2018,Spring,03:00:00 PM,3205,1371,1834,partly cloudy day,
2018,Spring,09:00:00 PM,125,80,45,partly cloudy night,
2018,Spring,08:00:00 PM,408,159,249,clear night,St. Patrick's Day
2018,Spring,05:00:00 AM,3,2,1,rain,
2018,Spring,07:00:00 PM,1030,414,616,clear day,
2018,Spring,07:00:00 PM,686,300,386,partly cloudy day,Mother's Day
2018,Spring,04:00:00 PM,1860,899,961,partly cloudy day,
2018,Spring,10:00:00 AM,1203,698,505,partly cloudy day,
2018,Spring,08:00:00 AM,168,76,92,partly cloudy day,
2018,Spring,02:00:00 AM,14,8,6,clear night,
2018,Winter,08:00:00 PM,239,167,72,clear night,
2018,Spring,10:00:00 AM,991,520,471,clear day,
2018,Spring,10:00:00 AM,1428,875,553,partly cloudy day,
2018,Spring,08:00:00 AM,516,219,297,partly cloudy day,
2018,Spring,01:00:00 PM,1223,568,655,clear day,
2018,Winter,11:00:00 PM,140,112,28,cloudy,
2018,Spring,04:00:00 PM,2036,990,1046,cloudy,
2018,Winter,05:00:00 AM,20,10,10,partly cloudy night,
2018,Spring,04:00:00 PM,2212,1017,1195,clear day,Daylight Saving Time starts
2018,Winter,06:00:00 PM,463,279,184,partly cloudy night,
2018,Spring,10:00:00 AM,801,424,377,partly cloudy day,
2018,Spring,07:00:00 PM,1861,1002,859,clear day,
2018,Spring,06:00:00 AM,110,60,50,clear night,
2018,Spring,05:00:00 PM,1765,864,901,partly cloudy day,
2018,Spring,11:00:00 AM,2334,733,1601,partly cloudy day,
2018,Spring,07:00:00 AM,26,13,13,rain,
2018,Winter,04:00:00 AM,1,0,1,partly cloudy night,Valentine's Day
2018,Spring,04:00:00 PM,3255,1292,1963,clear day,Cinco de Mayo
2018,Spring,03:00:00 AM,9,4,5,clear night,
2018,Spring,10:00:00 PM,215,80,135,clear night,
2018,Spring,09:00:00 PM,596,259,337,partly cloudy night,
2018,Winter,11:00:00 AM,810,419,391,clear day,
2018,Spring,07:00:00 AM,324,135,189,clear day,
2018,Spring,08:00:00 AM,385,124,261,partly cloudy day,
2018,Spring,09:00:00 AM,754,374,380,clear day,
2018,Spring,04:00:00 PM,510,284,226,rain,
2018,Spring,11:00:00 PM,36,30,6,partly cloudy night,
2018,Spring,10:00:00 PM,112,52,60,fog,
2018,Summer,12:00:00 PM,2318,1179,1139,clear day,
2018,Spring,05:00:00 PM,1082,573,509,clear day,
2018,Summer,03:00:00 PM,2201,1057,1144,clear day,
2018,Spring,10:00:00 PM,553,214,339,clear night,
2018,Spring,11:00:00 PM,47,33,14,cloudy,
2018,Spring,02:00:00 PM,1668,741,927,clear day,
2018,Spring,03:00:00 PM,1479,678,801,partly cloudy day,
2018,Spring,07:00:00 AM,142,84,58,clear day,
2018,Spring,04:00:00 AM,2,1,1,clear night,
2018,Winter,12:00:00 PM,711,364,347,partly cloudy day,
2018,Spring,03:00:00 PM,1266,616,650,cloudy,
2018,Winter,10:00:00 AM,634,353,281,clear day,
